seed_set,mean jaccard
0018894,1.0
0018687,1.0
0018023,0.9895779051589352
0011399,0.989682126107346
0007705,0.989682126107346
0010383,0.980305900836376
0001341,1.0
0041052,1.0
0010520,0.9947630269704135
0009183,1.0
0010297,1.0
0017339,1.0
0011812,1.0
0010581,0.6261224750382918
0010985,1.0
0008679,1.0
0010968,1.0
0005229,0.9952343545430762
0008364,0.9039771374136681
0010180,0.8420615892744712
0020739,0.994134590206863
0013367,1.0
0005893,1.0
0003924,0.9952343545430761
0007958,1.0
0015691,1.0
0009255,0.9771179457591396
0012893,0.4965125321292254
0008519,0.9956009426551473
0009046,0.9401524781950659
0010735,0.9948153967007094
0011751,0.8424956784470763
0001358,0.9742462953500243
0005595,1.0
0006375,1.0
0020478,1.0
0010655,1.0
0015231,1.0
0005744,0.9737471412579123
0019591,0.7668016194331978
0011966,1.0
0007551,1.0
0017338,1.0
0006846,0.521372385364254
0007608,1.0
0019349,1.0
0010161,1.0
0010269,1.0
0008018,1.0
0011740,1.0
0016281,1.0
0020541,1.0
0008224,1.0
0009657,1.0
0008386,1.0
0016383,0.6269864631776056
0018882,1.0
0003947,1.0
0013808,0.9795665634674922
0007522,1.0
0008610,0.924598293470356
0009258,0.9790996415168318
0019618,1.0
0018937,1.0
0005920,0.6587329947907261
0008621,1.0
0012679,1.0
0012349,0.8364066464636903
0019557,0.9693627572077179
0011979,0.5227329537564236
0015713,0.9813846474743999
0009182,1.0
0006052,1.0
0009292,0.6091618675276582
0017267,1.0
0002249,1.0
0005478,1.0
0018116,0.9757911417626447
0007572,0.9949725058915969
0002917,0.6304186480126368
0006875,0.9850661135597635
0006523,0.925146198830408
0008742,1.0
0019318,1.0
0009656,1.0
0008303,0.9952343545430762
0024498,1.0
0007324,1.0
0011071,1.0
0001703,0.9145511342547845
0018872,1.0
0006714,0.3824937785475416
0001824,0.5114824237086238
0002010,1.0
0008000,1.0
0008922,0.9948153967007094
0013792,1.0
0011612,1.0
0019319,1.0
0004247,1.0
0012097,0.8216106975838152
0005345,1.0
0020381,0.9730126124169939
0002476,1.0
0002545,0.9949725058915968
0010799,1.0
0000455,0.8823307774124274
0012740,0.9947630269704134
0007762,0.7460556472516192
0008554,0.5002671961724874
0004741,1.0
0021427,1.0
0007758,0.8183686204877797
0007451,0.6247811620012776
0019568,1.0
0009279,1.0
0005152,1.0
0002928,1.0
0013404,0.9835686777920405
0007818,1.0
0019562,0.6685908398820428
0007471,0.9933490442524252
0010316,1.0
0012156,0.5876895938534572
0016390,0.9032739515212849
0020040,0.9505109845105094
0003233,0.42547828834197504
0007086,0.9948153967007093
0000136,1.0
0000248,1.0
0018973,0.9850661135597635
0007477,1.0
0000351,0.980744544287547
0019091,1.0
0015753,1.0
0009282,1.0
0009917,1.0
0012048,0.9826625386996909
0007216,0.9947630269704134
0008097,1.0
0019341,1.0
0001567,0.8201015629347946
0008380,1.0
0007872,0.9345741811631006
0000107,0.8510643075803143
0002267,1.0
0019569,1.0
0010898,1.0
0006506,1.0
0042970,0.9503759398496219
0018092,0.8432250839865633
0007215,0.9902358971168134
0002532,1.0
0019673,0.7696128398242091
0005574,1.0
0006951,0.9833902821902957
0002450,0.8806098935362078
0023595,0.9782775314587876
0000447,1.0
0009276,0.9742462953500243
0019571,1.0
0010162,1.0
0010811,0.9266320560429444
0009655,1.0
0015486,0.9952343545430764
0011329,1.0
0013343,0.9948153967007093
0010091,0.9858439201451925
0010011,0.9896821261073458
0006266,1.0
0021571,1.0
0019287,0.8031830221976195
0008737,1.0
0003225,1.0
0019570,1.0
0009290,0.9949725058915971
0000745,0.7949270767279651
0009554,1.0
0009691,0.9721001532958597
0008156,0.9948153967007093
0007510,0.8163353167671203
0011153,1.0
0009681,1.0
0007767,1.0
0011191,1.0
0000393,0.4028907890041956
0011022,0.9905158936946309
0024552,0.9948153967007094
0004730,1.0
0015254,1.0
0011818,1.0
0008897,0.39569085728172304
0005103,1.0
0020513,0.976203639983903
0019100,1.0
0010659,0.978509927144464
0003119,1.0
0009335,0.9931395653312415
0019082,0.9855747229245245
0006807,0.9899947889525778
0011035,1.0
0007042,0.9415369409439098
0010172,0.9956009426551473
0000009,0.8952196035785543
0002036,1.0
0003088,1.0
0007291,1.0
0007043,0.9363973313565611
0012488,1.0
0007113,0.9588849719209013
0002728,1.0
0008748,1.0
0019311,1.0
0009698,0.41648149896518183
0008518,0.9952343545430764
0018604,0.987373633249465
0002612,0.9493155054159104
0006007,1.0
0003085,1.0
0004822,1.0
0010188,0.7023243305313892
0019340,0.7155503897762638
0012162,0.9858439201451924
0015999,1.0
0005356,0.9867658603457424
0001105,1.0
0009552,0.9294981640146892
0018321,0.9956009426551476
0021945,1.0
0020761,0.9752486529070277
0000390,0.5227329537564238
0010790,0.974582798459562
0001609,0.9960722702278102
0002907,0.9862673555828971
0016619,0.9914196604263754
0021104,1.0
0000507,1.0
0011905,0.9629254142519711
0005161,0.9899947889525781
0009945,0.9518796992481181
0009076,1.0
0001957,0.5177712756953053
0007004,0.989682126107346
0015146,1.0
0018301,1.0
0016710,1.0
0017923,0.9948153967007094
0005164,1.0
0018096,1.0
0018448,1.0
0008762,0.9947630269704135
0019567,1.0
0015518,1.0
0015294,0.977165643771202
0007138,0.9852538481745514
0016107,0.9798194930945321
0006831,1.0
0018338,1.0
0008223,1.0
0006805,1.0
0008681,1.0
0018076,1.0
0001741,0.9905158936946309
0009841,0.9948153967007093
0044792,1.0
0009641,1.0
0009658,1.0
0010263,1.0
0011698,0.9807445442875471
0019623,0.9627440219368572
0024556,1.0
0011338,1.0
0007554,1.0
0016489,1.0
0000651,1.0
0013662,1.0
0006500,1.0
0017610,1.0
0009478,1.0
0007295,0.9952343545430765
0014452,1.0
0002695,1.0
0002332,1.0
0005738,0.8145471473044145
0009672,1.0
0019960,1.0
0018024,1.0
0024530,1.0
0008647,1.0
0015353,1.0
0005556,1.0
0009267,0.9905158936946316
0017991,0.4535282996847352
0002457,1.0
0000159,1.0
0007390,1.0
0010635,0.9460340993328391
0011962,1.0
0017276,1.0
0020357,0.961339930783504
0016001,1.0
0010627,0.772107946894053
0015674,1.0
0009134,1.0
0005076,0.9865529050941211
0004876,0.9932443047918333
0024523,1.0
0008585,1.0
0012312,1.0
0012575,1.0
0019934,1.0
0007079,0.9621813518381321
0020337,1.0
0002602,0.9710548828340886
0002045,1.0
0014234,1.0
0019303,0.9903458216992157
0017607,0.9599190283400817
0001117,0.970551547221323
0010787,0.9952343545430758
0007614,0.9949725058915969
0006690,1.0
0008111,1.0
0007944,1.0
0010726,1.0
0014317,1.0
0009993,1.0
0020325,0.9271531017271463
0015364,1.0
0006040,1.0
0008855,1.0
0005520,1.0
0008009,1.0
0019978,1.0
0004842,1.0
0006573,0.7238808765686461
0003803,1.0
0001896,1.0
0015048,1.0
0018115,0.8373084610259827
0009974,1.0
0018150,0.989994788952578
