seed_set,mean jaccard
0001516,0.21698621553884706
0018894,0.35824561403508787
0018687,0.18508771929824563
0018023,0.5330158730158733
0011399,0.6268246373509536
0007705,0.53036127615075
0010383,0.7320322090891999
0001341,0.10017543859649121
0041052,0.8252631578947367
0010520,0.6678884711779445
0009183,0.1409899749373433
0010297,0.4889390142021722
0017339,0.5048120300751885
0011812,0.003508771929824561
0010581,0.2633354218880538
0010985,0.5251879699248119
0008679,0.12588972431077688
0010968,0.7473684210526316
0005229,0.9368421052631579
0008364,0.4473684210526316
0010180,0.0
0020739,0.021052631578947368
0013367,0.2763157894736841
0005893,0.03464912280701754
0003924,0.5303862588174953
0007958,0.6202235974520207
0015691,0.95
0009255,0.042105263157894736
0012893,0.19561403508771916
0008519,0.7045614035087723
0009046,0.4203508771929825
0010735,0.3851546730970021
0011751,0.2486842105263157
0001358,1.0
0005595,0.6614508805607872
0006375,0.6795825811615289
0020478,0.7394736842105263
0010655,0.05263157894736842
0015231,0.9
0005744,0.39213970240286006
0019591,0.17105263157894737
0011966,0.41975146198830393
0007551,0.49972639933166263
0017338,0.2894736842105263
0006846,0.7166004025214552
0007608,0.6284843586846718
0019349,0.2814536340852131
0010161,0.0
0010269,0.9463157894736849
0008018,0.533128289838816
0011740,0.49605263157894797
0016281,0.8142638793954585
0020541,0.7410526315789473
0008224,0.14736842105263157
0009657,0.5939473684210529
0008386,0.6453909394698863
0016383,0.3657896635528218
0018882,0.5624090739389336
0003947,0.015789473684210527
0013808,0.9034582960898744
0007522,0.5107953596111486
0008610,0.5094966583124481
0009258,0.05263157894736842
0019618,0.34157894736842087
0018937,0.5513283208020054
0005920,0.2861534079955133
0008621,0.6695739348370926
0012679,0.05263157894736842
0012349,0.0
0019557,0.6654385964912286
0011979,0.792982456140351
0015713,0.02559314954051796
0009182,0.8245614035087717
0006052,0.1907894736842105
0009292,0.04421052631578948
0017267,0.6651587301587301
0002249,0.5125814536340855
0005478,0.6589473684210531
0018116,0.011929824561403507
0007572,0.4932494114073059
0002917,0.7996240601503761
0006875,0.4203508771929825
0006523,0.8091410051936363
0008742,0.5156599832915623
0019318,0.36159046532363043
0009656,0.6552631578947369
0008303,0.7210526315789478
0024498,0.6734824814780146
0007324,0.5526315789473684
0011071,0.05421052631578947
0001703,0.5472493734335842
0018872,0.5492230576441103
0006714,0.0
0001824,0.017105263157894738
0002010,0.5071532999164584
0008000,0.643731439721541
0008922,0.0
0013792,0.5251615781878937
0011612,0.03859649122807018
0019319,0.3229007977571396
0004247,0.4752798663324978
0012097,0.0
0005345,0.8743859649122805
0020381,0.6624812030075188
0002476,0.5705706598833422
0002545,0.5986353052480556
0010799,0.2151629072681705
0000455,0.017543859649122806
0012740,0.5811179317758263
0007762,0.704398496240601
0008554,0.6227192982456144
0004741,0.0
0021427,0.643592241092241
0007758,0.4245363408521299
0007451,0.3166930584035848
0019568,0.5226860712387025
0009279,0.2578947368421052
0005152,0.459122807017544
0002928,0.35275716242821525
0013404,0.007894736842105263
0007818,0.579140507068931
0019562,0.7258572510276674
0007471,0.5580074457706039
0010316,0.5530284043441938
0012156,0.7842105263157895
0016390,0.04736842105263158
0020040,0.8521303258145366
0003233,0.8254385964912275
0007086,0.6697994987468667
0000136,0.4291247057036533
0000248,0.7157894736842105
0018973,0.7383333333333332
0007477,0.13687415654520912
0000351,0.07847117794486215
0019091,0.4679824561403511
0015753,0.541803874230345
0009282,0.07333333333333332
0009917,0.8050125313283208
0012048,0.6315100250626561
0007216,0.6507210333526127
0008097,0.3563543360687039
0019341,0.6787886382623223
0001567,0.0
0008380,0.4837201249043353
0007872,0.6987739947530968
0000107,0.6005284043441936
0002267,0.5157894736842107
0019569,0.1869298245614035
0010898,0.20087719298245613
0006506,0.09210526315789473
0042970,0.19078947368421048
0018092,0.3738032581453637
0007215,0.49246867167919783
0002532,0.4135447990576789
0019673,0.1833333333333333
0005574,0.5478044959491949
0006951,0.05377667653983442
0002450,0.01298245614035088
0023595,0.7847117794486217
0000447,0.3749172172856382
0009276,0.9
0019571,0.16605263157894737
0010162,0.0
0010811,0.006491228070175439
0009655,0.4957894736842102
0015486,0.3526315789473684
0011329,0.7999999999999999
0013343,0.6030847953216372
0010091,0.9105263157894732
0010011,0.1794736842105262
0006266,0.8328320802005017
0021571,0.4888805346700083
0019287,0.16701754385964915
0008737,0.5564306599832911
0003225,0.6609523809523806
0019570,0.24822055137844617
0009290,0.2614661654135339
0000745,0.6509649122807015
